shipment_id,origin_city,destination_city,mode,carrier,departure_timestamp,arrival_timestamp,priority,temp_controlled,damage_flag,weight_kg,cube_m3,delay_hours,on_time,freight_cost,surcharge,total_cost,notes
SHP0027084,Los Angeles,Miami,Rail,Mercury,2024-03-26 01:00:00,2024-04-02 14:18:00,Standard,No,No,884.2,4.08,18.3,No,454.65,28.93,483.58,customs weather priority inspection handoff
SHP0010300,Dallas,Miami,Ground,BlueLine,2024-07-25 21:00:00,2024-07-28 16:48:00,Standard,No,No,436.4,5.82,2.8,No,639.82,96.46,736.28,dock dock reroute inspection customs damaged priority reroute inspection inspection weather
SHP0011489,Newark,Denver,Ground,Atlas,2024-02-29 23:00:00,2024-03-08 02:00:00,Standard,No,No,975.4,2.92,0.0,Yes,829.77,85.65,915.42,priority reroute customs inspection weather customs damaged priority dock dock damaged damaged
SHP0037224,Newark,Miami,Ground,SwiftRoute,2024-08-28 15:00:00,2024-09-01 12:06:00,Standard,No,No,1370.4,3.62,0.1,Yes,1607.21,48.89,1656.1,damaged reroute handoff customs reroute temperature damaged
SHP0016360,Dallas,Miami,Ground,Mercury,2024-07-18 04:00:00,2024-07-22 15:06:00,Expedited,No,No,471.3,2.94,9.1,No,504.6,94.09,598.69,temperature dock temperature priority customs temperature
SHP0011586,Dallas,Boston,Air,Atlas,2024-04-09 13:00:00,2024-04-11 19:00:00,Expedited,Yes,No,1369.5,5.34,0.0,Yes,1166.37,76.87,1243.24,temperature temperature reroute priority priority customs damaged priority damaged handoff customs
SHP0016935,Chicago,Denver,Ground,Atlas,2024-05-25 05:00:00,2024-06-01 17:48:00,Standard,No,No,640.3,6.59,6.8,No,862.75,1.09,863.84,handoff priority reroute temperature handoff dock damaged
SHP0021522,Newark,Miami,Air,NorthStar,2024-10-18 17:00:00,2024-10-23 00:54:00,Critical,No,No,544.1,4.86,2.9,No,598.35,167.17,765.52,reroute temperature handoff dock dock reroute inspection customs dock handoff priority
SHP0020189,Atlanta,Phoenix,Ground,NorthStar,2024-05-10 01:00:00,2024-05-11 09:30:00,Expedited,Yes,No,875.0,3.18,14.5,No,1142.55,85.54,1228.09,priority customs reroute inspection reroute
SHP0017801,Seattle,Nashville,Air,SwiftRoute,2024-05-21 13:00:00,2024-05-27 09:00:00,Standard,No,No,743.5,5.63,0.0,Yes,495.93,74.0,569.93,customs handoff customs reroute reroute inspection inspection priority priority handoff reroute inspection
SHP0010157,Los Angeles,Phoenix,Rail,NorthStar,2024-06-25 05:00:00,2024-06-28 20:00:00,Standard,No,No,1460.5,1.25,0.0,Yes,1409.52,31.61,1441.13,temperature dock reroute reroute reroute dock dock dock temperature
SHP0015348,Dallas,Boston,Air,NorthStar,2024-06-30 14:00:00,2024-07-08 08:36:00,Standard,No,No,1268.1,3.05,9.6,No,1960.84,58.06,2018.9,customs temperature customs priority priority reroute customs reroute customs
SHP0015670,Atlanta,Nashville,Ground,Atlas,2024-06-02 07:00:00,2024-06-06 21:24:00,Standard,No,No,1991.0,4.74,13.4,No,2546.13,116.69,2662.82,priority dock customs damaged customs
SHP0004483,Atlanta,Nashville,Ground,Mercury,2024-08-07 11:00:00,2024-08-14 17:00:00,Standard,No,No,1475.4,3.13,18.0,No,1890.92,108.84,1999.76,priority dock handoff weather reroute customs damaged damaged temperature priority damaged inspection
SHP0021784,Chicago,Denver,Air,NorthStar,2024-09-25 18:00:00,2024-10-01 16:12:00,Expedited,No,No,320.1,3.16,25.2,No,589.37,5.16,594.53,inspection priority reroute temperature damaged priority temperature
SHP0005584,Seattle,Miami,Air,Mercury,2024-02-25 08:00:00,2024-02-28 19:00:00,Standard,No,No,544.1,2.5,0.0,Yes,593.63,93.35,686.98,damaged reroute reroute reroute inspection weather customs reroute inspection damaged customs
SHP0010855,Dallas,Nashville,Ground,BlueLine,2024-03-09 23:00:00,2024-03-17 03:30:00,Standard,No,Yes,260.2,6.56,5.5,No,327.99,19.78,347.77,damaged priority reroute damaged dock damaged reroute damaged
SHP0035024,Atlanta,Nashville,Ground,Mercury,2024-05-23 18:00:00,2024-05-28 15:30:00,Critical,No,No,2739.4,0.59,7.5,No,3314.67,436.07,3750.74,temperature temperature temperature customs priority weather temperature customs inspection
SHP0016472,Chicago,Nashville,Ocean,Mercury,2024-02-18 01:00:00,2024-02-24 14:00:00,Standard,No,No,1550.5,3.47,0.0,Yes,981.48,48.02,1029.5,dock dock handoff temperature customs reroute
SHP0020835,Atlanta,Nashville,Rail,BlueLine,2024-11-07 10:00:00,2024-11-08 13:48:00,Expedited,No,No,978.5,5.8,18.8,No,1059.33,120.23,1179.56,customs inspection weather inspection dock priority weather dock dock
SHP0039785,Los Angeles,Denver,Rail,BlueLine,2024-08-12 06:00:00,2024-08-14 01:00:00,Standard,No,No,737.8,1.48,17.0,No,863.55,58.58,922.13,dock dock customs customs damaged inspection reroute
SHP0019115,Dallas,Denver,Ocean,Atlas,2024-12-27 20:00:00,2025-01-01 15:00:00,Standard,No,No,1966.0,5.42,0.0,Yes,1987.85,3.3,1991.15,dock dock damaged handoff temperature customs handoff customs dock damaged
SHP0005302,Chicago,Denver,Rail,SwiftRoute,2024-06-17 11:00:00,2024-06-18 13:36:00,Standard,No,No,922.5,2.74,14.6,No,914.29,53.66,967.95,dock damaged customs handoff priority temperature weather
SHP0014723,Newark,Boston,Ocean,Mercury,2024-06-01 05:00:00,2024-06-04 04:00:00,Expedited,No,No,445.8,3.7,21.0,No,457.66,79.48,537.14,reroute handoff reroute temperature reroute customs inspection temperature priority customs
SHP0011032,Chicago,Portland,Ground,SwiftRoute,2024-06-15 12:00:00,2024-06-16 21:00:00,Standard,No,No,905.1,6.25,0.0,Yes,1604.18,26.58,1630.76,dock priority dock priority handoff damaged damaged damaged customs
SHP0027183,Atlanta,Portland,Ocean,NorthStar,2024-02-11 02:00:00,2024-02-17 02:24:00,Expedited,No,No,339.9,6.89,27.4,No,310.34,117.61,427.95,handoff priority inspection reroute inspection damaged customs reroute handoff handoff
SHP0031029,Dallas,Phoenix,Ground,BlueLine,2024-07-09 01:00:00,2024-07-12 03:36:00,Expedited,No,No,1334.1,2.81,15.6,No,1603.02,62.98,1666.0,priority damaged priority inspection priority temperature priority temperature damaged dock damaged
SHP0021411,Newark,Portland,Rail,Mercury,2024-10-24 21:00:00,2024-10-28 20:00:00,Critical,Yes,No,1272.0,3.43,0.0,Yes,2115.29,257.18,2372.47,weather weather reroute weather dock inspection priority damaged dock dock dock
SHP0017750,Seattle,Phoenix,Ground,Mercury,2024-03-30 20:00:00,2024-04-03 23:00:00,Standard,Yes,No,1809.3,4.49,0.0,Yes,3216.53,89.59,3306.12,handoff dock damaged handoff handoff priority priority reroute damaged inspection weather reroute
SHP0028434,Chicago,Miami,Rail,NorthStar,2024-08-07 08:00:00,2024-08-12 02:00:00,Critical,No,No,997.0,2.76,0.0,Yes,755.75,203.85,959.6,handoff damaged priority weather inspection customs temperature damaged handoff
SHP0005533,Los Angeles,Miami,Ocean,Mercury,2024-05-05 11:00:00,2024-05-08 00:12:00,Expedited,No,No,1286.8,1.72,20.2,No,649.42,33.6,683.02,handoff weather damaged temperature dock priority customs priority reroute damaged dock weather
SHP0027568,Atlanta,Phoenix,Air,Atlas,2024-05-13 20:00:00,2024-05-16 15:00:00,Expedited,Yes,No,727.6,4.75,0.0,Yes,1149.54,57.18,1206.72,handoff reroute handoff dock temperature dock customs
SHP0016972,Chicago,Miami,Ocean,BlueLine,2024-10-12 05:00:00,2024-10-14 03:54:00,Standard,Yes,No,1065.1,5.49,5.9,No,822.47,36.7,859.17,weather dock dock handoff priority customs temperature customs damaged reroute
SHP0037045,Atlanta,Portland,Ground,NorthStar,2024-07-15 19:00:00,2024-07-17 12:54:00,Standard,No,No,400.8,2.67,19.9,No,465.53,50.87,516.4,inspection temperature inspection dock customs temperature damaged weather handoff damaged temperature
SHP0012677,Los Angeles,Portland,Ground,Mercury,2024-12-23 11:00:00,2024-12-27 21:30:00,Expedited,No,No,750.7,3.08,0.5,Yes,659.0,8.29,667.29,reroute customs handoff priority customs priority handoff inspection dock weather inspection
SHP0024323,Dallas,Boston,Ground,Atlas,2024-02-21 16:00:00,2024-02-23 16:24:00,Standard,No,No,1109.4,3.29,3.4,No,1022.68,98.15,1120.83,handoff temperature damaged temperature handoff temperature customs damaged inspection reroute temperature weather
SHP0014760,Newark,Portland,Ocean,Mercury,2024-12-20 06:00:00,2024-12-26 15:36:00,Standard,No,No,1104.7,1.76,34.6,No,606.66,8.46,615.12,priority priority reroute dock reroute inspection weather damaged
SHP0018772,Newark,Boston,Ocean,NorthStar,2024-01-28 08:00:00,2024-02-04 20:30:00,Standard,Yes,No,1576.2,4.96,21.5,No,1778.15,17.5,1795.65,dock damaged customs priority priority temperature weather
SHP0005579,Chicago,Miami,Rail,Atlas,2024-09-02 13:00:00,2024-09-05 01:00:00,Expedited,No,No,485.5,3.12,0.0,Yes,799.09,6.01,805.1,temperature customs priority inspection dock reroute customs weather dock priority inspection weather
SHP0022931,Los Angeles,Boston,Ground,NorthStar,2024-07-07 12:00:00,2024-07-13 20:00:00,Standard,No,No,348.7,2.8,0.0,Yes,522.86,72.01,594.87,temperature weather priority priority temperature
SHP0030300,Seattle,Portland,Ground,Mercury,2024-01-08 13:00:00,2024-01-11 00:18:00,Standard,Yes,No,888.1,0.82,9.3,No,1090.38,123.55,1213.93,customs customs handoff weather temperature customs weather inspection reroute reroute dock temperature
SHP0030621,Atlanta,Boston,Rail,NorthStar,2024-08-21 16:00:00,2024-08-28 20:36:00,Expedited,No,No,1508.8,1.64,5.6,No,1967.53,35.58,2003.11,damaged inspection customs damaged customs damaged weather handoff temperature customs customs temperature
SHP0026162,Seattle,Denver,Air,SwiftRoute,2024-01-12 21:00:00,2024-01-18 20:30:00,Standard,No,No,538.2,10.77,2.5,No,1092.84,96.34,1189.18,customs dock customs temperature priority reroute reroute customs priority
SHP0025171,Atlanta,Boston,Rail,BlueLine,2024-08-07 03:00:00,2024-08-13 03:36:00,Expedited,No,No,1143.2,3.42,19.6,No,1611.01,38.14,1649.15,inspection temperature priority reroute reroute dock reroute handoff reroute
SHP0026507,Chicago,Portland,Rail,Atlas,2024-11-24 22:00:00,2024-11-25 04:00:00,Standard,No,No,315.0,3.89,0.0,Yes,575.39,123.67,699.06,priority damaged handoff priority inspection
SHP0038131,Atlanta,Boston,Ground,Mercury,2024-05-25 02:00:00,2024-05-30 20:54:00,Standard,No,No,611.0,6.85,18.9,No,398.49,102.46,500.95,dock dock customs temperature dock inspection
SHP0011697,Newark,Miami,Rail,SwiftRoute,2024-10-25 21:00:00,2024-10-29 09:00:00,Standard,No,No,1685.2,7.66,0.0,Yes,1958.86,71.72,2030.58,priority weather dock priority damaged handoff inspection priority handoff customs inspection
SHP0004127,Los Angeles,Portland,Air,Mercury,2024-03-09 14:00:00,2024-03-11 00:24:00,Expedited,No,No,1003.5,6.56,18.4,No,1595.01,5.69,1600.7,weather customs handoff inspection handoff damaged inspection
SHP0004816,Dallas,Phoenix,Ocean,Atlas,2024-02-06 01:00:00,2024-02-10 12:18:00,Expedited,No,No,790.5,2.92,13.3,No,1233.32,9.14,1242.46,reroute temperature damaged temperature handoff inspection reroute damaged customs temperature handoff
SHP0031867,Dallas,Phoenix,Ocean,Atlas,2024-11-29 21:00:00,2024-12-06 13:06:00,Expedited,No,No,674.7,0.97,13.1,No,339.7,101.29,440.99,damaged priority handoff weather weather temperature inspection reroute inspection customs weather dock
SHP0006039,Chicago,Portland,Ground,BlueLine,2024-02-07 23:00:00,2024-02-13 20:18:00,Expedited,Yes,No,593.1,2.85,21.3,No,658.2,21.5,679.7,temperature handoff inspection temperature temperature damaged
SHP0018487,Seattle,Miami,Rail,BlueLine,2024-08-12 13:00:00,2024-08-16 22:00:00,Expedited,No,No,942.6,1.63,0.0,Yes,978.76,44.56,1023.32,customs customs weather inspection dock temperature weather priority temperature temperature damaged handoff
SHP0021547,Chicago,Phoenix,Rail,SwiftRoute,2024-08-31 03:00:00,2024-09-01 12:00:00,Expedited,No,No,477.9,6.65,0.0,Yes,291.68,80.32,372.0,weather dock customs customs inspection inspection weather
SHP0005048,Newark,Phoenix,Ground,BlueLine,2024-06-14 07:00:00,2024-06-19 10:00:00,Standard,No,No,780.0,3.6,0.0,Yes,1024.57,115.69,1140.26,priority damaged priority temperature handoff damaged weather customs damaged inspection priority
SHP0015040,Seattle,Denver,Ground,NorthStar,2024-04-26 17:00:00,2024-04-27 09:12:00,Standard,No,No,478.0,6.84,5.2,No,896.93,110.89,1007.82,handoff temperature reroute dock dock
SHP0014952,Newark,Nashville,Ocean,NorthStar,2024-01-01 22:00:00,2024-01-07 20:00:00,Standard,No,No,489.8,7.05,8.0,No,715.5,57.27,772.77,reroute reroute damaged customs temperature
SHP0038501,Chicago,Phoenix,Rail,Atlas,2024-08-07 04:00:00,2024-08-09 00:00:00,Standard,No,No,702.1,1.76,0.0,Yes,1176.31,8.93,1185.24,reroute priority customs handoff reroute temperature
SHP0033470,Los Angeles,Miami,Ground,SwiftRoute,2024-12-12 09:00:00,2024-12-15 14:36:00,Standard,No,No,1524.0,2.97,9.6,No,732.88,116.74,849.62,weather temperature handoff customs temperature reroute handoff priority inspection reroute
SHP0005341,Los Angeles,Denver,Ground,Atlas,2024-04-30 20:00:00,2024-05-02 11:06:00,Critical,No,No,884.4,7.23,25.1,No,1325.81,197.65,1523.46,reroute reroute dock damaged priority dock damaged
SHP0023298,Seattle,Phoenix,Ground,NorthStar,2024-12-09 03:00:00,2024-12-12 11:54:00,Standard,No,No,580.0,2.32,12.9,No,388.53,42.48,431.01,handoff weather customs damaged customs dock inspection
SHP0010200,Atlanta,Miami,Rail,Atlas,2024-11-09 23:00:00,2024-11-12 13:00:00,Standard,No,No,1058.4,2.16,0.0,Yes,689.07,21.11,710.18,inspection handoff weather customs handoff handoff reroute temperature damaged customs dock damaged
SHP0004922,Newark,Nashville,Ocean,Mercury,2024-06-21 02:00:00,2024-06-26 00:48:00,Standard,No,No,1637.7,3.26,6.8,No,2307.94,0.98,2308.92,handoff weather handoff reroute customs damaged priority damaged
SHP0014954,Dallas,Phoenix,Ocean,SwiftRoute,2024-12-25 10:00:00,2024-12-28 23:42:00,Standard,No,No,789.8,1.84,32.7,No,718.24,76.24,794.48,dock weather temperature inspection inspection damaged priority handoff inspection
SHP0028602,Dallas,Denver,Ground,BlueLine,2024-06-10 14:00:00,2024-06-16 03:18:00,Standard,No,No,760.6,0.73,18.3,No,1246.21,75.16,1321.37,inspection temperature reroute reroute priority temperature damaged reroute dock damaged customs
SHP0011342,Los Angeles,Boston,Ground,BlueLine,2024-01-12 00:00:00,2024-01-16 22:18:00,Expedited,Yes,No,843.8,4.2,5.3,No,1097.9,92.92,1190.82,temperature temperature priority temperature temperature priority weather handoff reroute dock dock
SHP0012425,Newark,Nashville,Rail,NorthStar,2024-08-11 12:00:00,2024-08-13 10:00:00,Standard,Yes,No,1932.1,0.94,0.0,Yes,1496.26,54.42,1550.68,priority reroute weather damaged reroute priority handoff damaged handoff
SHP0016825,Atlanta,Phoenix,Air,Atlas,2024-05-09 08:00:00,2024-05-17 03:06:00,Standard,No,No,856.9,1.92,14.1,No,1077.74,23.1,1100.84,inspection reroute priority damaged priority damaged dock dock inspection reroute dock
SHP0030774,Chicago,Phoenix,Air,Mercury,2024-09-09 06:00:00,2024-09-10 18:12:00,Standard,No,No,1389.5,5.99,6.2,No,2101.68,100.13,2201.81,reroute customs weather dock dock
SHP0039716,Dallas,Miami,Ground,Atlas,2024-02-06 00:00:00,2024-02-12 03:42:00,Standard,No,No,1188.0,3.32,7.7,No,2017.2,16.67,2033.87,handoff inspection priority customs damaged
SHP0029466,Dallas,Boston,Ground,Mercury,2024-11-22 03:00:00,2024-11-27 02:24:00,Standard,No,No,1930.5,2.17,40.4,No,1586.19,55.81,1642.0,handoff damaged weather customs damaged temperature handoff inspection inspection
SHP0027573,Newark,Nashville,Ground,BlueLine,2024-05-24 16:00:00,2024-05-27 02:00:00,Standard,No,Yes,2016.0,3.58,0.0,Yes,2761.4,52.81,2814.21,dock temperature temperature priority dock priority reroute customs
SHP0012166,Newark,Miami,Ground,SwiftRoute,2024-09-04 13:00:00,2024-09-10 16:00:00,Standard,No,No,1301.2,4.49,18.0,No,1160.13,117.92,1278.05,temperature reroute priority dock dock weather dock inspection handoff reroute dock
SHP0035433,Dallas,Portland,Ground,NorthStar,2024-12-26 12:00:00,2025-01-01 22:00:00,Expedited,No,No,470.0,1.81,0.0,Yes,231.35,100.58,331.93,damaged inspection inspection priority weather damaged temperature handoff reroute handoff priority
SHP0024667,Chicago,Portland,Ocean,SwiftRoute,2024-11-15 00:00:00,2024-11-17 21:00:00,Standard,No,No,930.6,5.2,0.0,Yes,576.8,59.32,636.12,dock priority customs temperature handoff
SHP0005131,Newark,Portland,Ocean,NorthStar,2024-04-24 12:00:00,2024-04-28 10:24:00,Standard,No,No,480.8,4.62,24.4,No,662.23,27.02,689.25,inspection customs dock customs damaged priority dock
SHP0004339,Dallas,Nashville,Rail,NorthStar,2024-04-29 06:00:00,2024-05-02 04:24:00,Standard,No,No,944.8,3.87,18.4,No,873.22,41.1,914.32,damaged customs customs priority dock dock damaged customs reroute customs inspection inspection
SHP0034619,Chicago,Portland,Ground,Atlas,2024-08-20 21:00:00,2024-08-25 14:42:00,Standard,No,No,649.3,2.84,2.7,No,1057.34,88.88,1146.22,reroute dock handoff inspection inspection damaged handoff temperature
SHP0005323,Dallas,Boston,Ocean,NorthStar,2024-12-12 12:00:00,2024-12-16 22:54:00,Standard,No,No,1529.0,2.35,14.9,No,2466.39,106.83,2573.22,reroute damaged priority inspection priority reroute
SHP0032995,Chicago,Nashville,Ocean,Atlas,2024-11-10 03:00:00,2024-11-12 01:00:00,Standard,No,No,1051.2,6.07,0.0,Yes,1258.24,81.81,1340.05,temperature customs reroute handoff damaged temperature dock weather customs
SHP0015304,Atlanta,Miami,Ground,NorthStar,2024-09-25 13:00:00,2024-09-27 17:06:00,Expedited,No,No,2100.4,4.14,8.1,No,3667.37,63.5,3730.87,temperature weather handoff damaged priority customs
SHP0026056,Atlanta,Portland,Ground,Mercury,2024-01-08 22:00:00,2024-01-10 16:54:00,Expedited,No,No,657.0,5.98,2.9,No,370.05,0.92,370.97,dock weather damaged temperature damaged damaged customs
SHP0014477,Dallas,Nashville,Ocean,BlueLine,2024-06-02 23:00:00,2024-06-04 22:00:00,Standard,Yes,No,639.3,15.44,0.0,Yes,1412.96,98.97,1511.93,handoff damaged inspection temperature damaged dock customs temperature handoff inspection
SHP0023472,Los Angeles,Denver,Ground,SwiftRoute,2024-10-11 09:00:00,2024-10-13 18:42:00,Standard,Yes,No,1504.5,5.22,3.7,No,2423.46,13.39,2436.85,handoff damaged damaged priority damaged dock
SHP0021357,Dallas,Miami,Rail,NorthStar,2024-10-15 06:00:00,2024-10-18 12:36:00,Expedited,No,No,1177.0,3.0,10.6,No,1759.12,31.84,1790.96,weather damaged temperature reroute temperature
SHP0037273,Atlanta,Boston,Ocean,NorthStar,2024-03-25 20:00:00,2024-03-30 22:18:00,Standard,No,No,323.4,2.62,1.3,Yes,243.95,27.72,271.67,dock reroute temperature weather customs handoff reroute temperature inspection handoff temperature
SHP0038292,Chicago,Portland,Ground,Atlas,2024-12-28 15:00:00,2025-01-03 00:36:00,Expedited,Yes,No,658.8,6.73,13.6,No,492.13,20.97,513.1,temperature handoff damaged damaged reroute temperature inspection weather priority dock temperature temperature
SHP0005066,Atlanta,Miami,Rail,Atlas,2024-09-04 22:00:00,2024-09-10 09:00:00,Expedited,No,No,949.5,2.89,22.0,No,1361.7,105.85,1467.55,damaged damaged temperature priority dock handoff customs
SHP0018923,Atlanta,Miami,Rail,BlueLine,2024-09-15 12:00:00,2024-09-20 00:00:00,Expedited,No,No,953.8,3.52,0.0,Yes,1398.57,50.07,1448.64,customs reroute customs dock weather inspection priority customs
SHP0016065,Chicago,Miami,Ground,BlueLine,2024-11-02 19:00:00,2024-11-03 05:00:00,Standard,No,No,1037.7,9.76,0.0,Yes,1852.34,26.18,1878.52,weather weather temperature dock temperature reroute customs priority damaged customs weather
SHP0004828,Los Angeles,Portland,Ground,SwiftRoute,2024-06-17 00:00:00,2024-06-20 05:00:00,Standard,No,No,1946.5,2.27,2.0,Yes,2347.19,123.57,2470.76,damaged customs handoff customs damaged handoff
SHP0005560,Los Angeles,Boston,Rail,Atlas,2024-06-23 04:00:00,2024-06-28 10:54:00,Expedited,No,No,631.9,2.52,0.9,Yes,917.56,101.0,1018.56,dock temperature inspection handoff handoff priority reroute dock reroute
SHP0026853,Atlanta,Denver,Ground,BlueLine,2024-09-28 13:00:00,2024-09-29 11:00:00,Standard,No,No,804.0,2.58,0.0,Yes,1219.7,47.88,1267.58,temperature damaged temperature handoff damaged damaged handoff inspection priority priority weather inspection
SHP0018221,Chicago,Boston,Ground,Mercury,2024-07-25 13:00:00,2024-07-30 11:18:00,Expedited,No,No,688.5,10.0,0.3,Yes,1144.58,62.18,1206.76,dock damaged customs customs handoff damaged priority
SHP0018419,Atlanta,Miami,Rail,NorthStar,2024-06-16 10:00:00,2024-06-24 08:00:00,Expedited,No,No,376.3,8.05,21.0,No,697.87,0.13,698.0,weather customs damaged inspection handoff dock reroute reroute inspection reroute
SHP0004651,Newark,Portland,Ground,Mercury,2024-05-22 01:00:00,2024-05-28 09:00:00,Standard,No,No,598.1,10.89,2.0,Yes,794.89,42.02,836.91,damaged weather priority customs reroute priority
SHP0031950,Chicago,Portland,Ground,NorthStar,2024-07-13 09:00:00,2024-07-20 20:12:00,Standard,No,No,678.7,3.43,0.2,Yes,1021.5,62.47,1083.97,weather customs damaged handoff inspection
SHP0029676,Dallas,Miami,Ground,Mercury,2024-09-29 11:00:00,2024-10-03 05:06:00,Standard,No,No,1157.9,3.93,20.1,No,727.43,92.42,819.85,temperature priority damaged weather handoff weather handoff dock
SHP0030833,Dallas,Portland,Ocean,SwiftRoute,2024-09-22 08:00:00,2024-09-23 22:00:00,Critical,No,No,1024.7,6.91,0.0,Yes,1852.44,259.13,2111.57,damaged handoff weather priority damaged reroute
SHP0035056,Dallas,Denver,Ground,Mercury,2024-09-08 15:00:00,2024-09-15 09:00:00,Standard,No,No,500.4,5.7,18.0,No,590.88,76.73,667.61,reroute reroute damaged reroute customs priority reroute
SHP0010636,Dallas,Boston,Ground,NorthStar,2024-02-19 19:00:00,2024-02-26 05:54:00,Standard,No,No,1131.0,3.77,16.9,No,1351.74,91.95,1443.69,dock inspection reroute customs damaged dock priority weather
SHP0036858,Newark,Portland,Ground,Atlas,2024-09-24 09:00:00,2024-09-25 08:18:00,Critical,No,No,443.3,4.09,11.3,No,331.24,167.66,498.9,customs temperature weather damaged temperature reroute weather priority damaged weather
SHP0029071,Seattle,Miami,Ground,NorthStar,2024-10-26 22:00:00,2024-11-02 10:06:00,Critical,No,No,448.3,3.05,24.1,No,777.94,390.23,1168.17,handoff weather weather dock reroute dock customs weather customs dock dock
SHP0004421,Newark,Boston,Air,Atlas,2024-04-13 10:00:00,2024-04-16 10:54:00,Standard,No,No,2035.0,9.43,12.9,No,3085.59,103.88,3189.47,customs reroute customs priority damaged weather temperature
SHP0022357,Atlanta,Portland,Ground,NorthStar,2024-05-02 14:00:00,2024-05-07 16:00:00,Standard,No,No,830.8,7.43,0.0,Yes,890.38,95.69,986.07,inspection handoff dock handoff priority priority handoff weather temperature handoff dock
SHP0029889,Seattle,Denver,Ground,Atlas,2024-02-03 10:00:00,2024-02-07 05:12:00,Standard,No,Yes,617.6,7.65,0.2,Yes,918.14,13.79,931.93,reroute reroute weather priority reroute inspection reroute
SHP0014718,Seattle,Nashville,Air,SwiftRoute,2024-11-19 02:00:00,2024-11-25 00:36:00,Standard,No,No,313.8,3.85,7.6,No,380.05,57.79,437.84,weather damaged weather reroute weather inspection dock
SHP0013115,Chicago,Portland,Air,NorthStar,2024-07-12 00:00:00,2024-07-17 16:48:00,Standard,No,No,1444.1,3.3,12.8,No,1175.91,93.6,1269.51,temperature damaged damaged reroute customs inspection damaged
SHP0015164,Atlanta,Miami,Ground,BlueLine,2024-09-07 05:00:00,2024-09-09 09:00:00,Expedited,No,No,1561.0,7.97,0.0,Yes,1636.83,51.2,1688.03,dock handoff customs temperature dock weather
SHP0005288,Atlanta,Denver,Ground,BlueLine,2024-04-04 15:00:00,2024-04-13 03:54:00,Standard,Yes,No,481.3,2.21,29.9,No,482.49,84.2,566.69,handoff customs inspection handoff inspection inspection weather weather handoff
SHP0039816,Chicago,Portland,Ground,Atlas,2024-06-12 08:00:00,2024-06-19 07:00:00,Standard,No,No,706.8,2.06,0.0,Yes,1152.46,91.76,1244.22,dock priority inspection dock weather reroute
SHP0011112,Seattle,Denver,Ocean,SwiftRoute,2024-08-22 20:00:00,2024-08-23 20:00:00,Standard,No,No,1412.6,2.69,0.0,Yes,1562.77,58.68,1621.45,customs temperature priority handoff inspection customs dock dock temperature inspection
SHP0022437,Dallas,Nashville,Air,SwiftRoute,2024-10-22 08:00:00,2024-10-26 22:00:00,Standard,No,No,489.2,5.23,0.0,Yes,832.58,63.48,896.06,reroute inspection customs reroute priority
SHP0019944,Seattle,Boston,Ocean,SwiftRoute,2024-09-11 03:00:00,2024-09-16 13:00:00,Expedited,No,No,755.3,3.79,0.0,Yes,1076.2,79.06,1155.26,damaged dock reroute dock dock handoff temperature inspection handoff priority
SHP0014255,Chicago,Portland,Ground,Mercury,2024-12-23 15:00:00,2024-12-28 16:18:00,Expedited,Yes,No,968.5,7.68,9.3,No,1266.57,76.48,1343.05,dock dock weather inspection weather handoff dock priority weather
SHP0005180,Chicago,Phoenix,Rail,BlueLine,2024-04-18 03:00:00,2024-04-21 11:42:00,Expedited,No,No,1877.8,6.22,10.7,No,2884.12,26.07,2910.19,customs handoff customs weather customs
SHP0034563,Newark,Denver,Air,BlueLine,2024-05-05 00:00:00,2024-05-05 14:00:00,Critical,No,No,615.9,6.34,0.0,Yes,513.17,411.61,924.78,dock dock weather priority dock
SHP0005390,Seattle,Miami,Rail,BlueLine,2024-09-07 21:00:00,2024-09-08 07:00:00,Expedited,No,No,740.1,3.24,0.0,Yes,1267.6,113.69,1381.29,damaged dock dock inspection priority customs inspection
SHP0029636,Seattle,Denver,Ground,BlueLine,2024-10-12 07:00:00,2024-10-16 07:18:00,Standard,No,No,532.1,4.76,25.3,No,903.7,3.85,907.55,inspection damaged weather damaged dock damaged handoff reroute
SHP0038970,Chicago,Phoenix,Ground,Atlas,2024-07-17 01:00:00,2024-07-20 23:36:00,Standard,No,No,409.9,3.88,0.6,Yes,439.43,32.93,472.36,dock weather priority dock customs temperature
SHP0016413,Chicago,Miami,Rail,SwiftRoute,2024-04-19 16:00:00,2024-04-20 22:30:00,Expedited,No,No,572.4,2.21,18.5,No,1006.11,64.24,1070.35,temperature customs inspection temperature dock reroute weather customs temperature dock temperature inspection
SHP0036299,Atlanta,Nashville,Air,Atlas,2024-07-31 05:00:00,2024-08-01 23:18:00,Standard,No,No,957.3,16.84,6.3,No,1548.69,11.8,1560.49,reroute customs temperature dock handoff weather priority priority handoff handoff temperature
SHP0021853,Newark,Denver,Ground,NorthStar,2024-12-13 07:00:00,2024-12-20 01:00:00,Expedited,No,No,666.1,2.62,0.0,Yes,458.43,32.02,490.45,damaged inspection temperature weather customs weather
SHP0027243,Atlanta,Nashville,Rail,NorthStar,2024-06-20 00:00:00,2024-06-25 06:00:00,Expedited,No,No,453.3,4.34,0.0,Yes,460.03,63.64,523.67,reroute customs damaged handoff dock priority reroute dock reroute priority
